,компания,сектор,год,тип отчета,ссылка на отчет
910,ОК РУСАЛ,Металлургическая и горнодобывающая,2021,ОУР,/download/83eefc06116d7a9054473cfaed389316/
911,ОК РУСАЛ,Металлургическая и горнодобывающая,2020,ОУР,/download/b210ed26574b49093f5d2e0954bd740e/
912,ОК РУСАЛ,Металлургическая и горнодобывающая,2019,ОУР,/download/f4e637d87484b5e710df2ea18cf2b0ed/
913,ОК РУСАЛ,Металлургическая и горнодобывающая,2018,ОУР,/download/4127c89b70abfe6fe9437ca592fe43ae/
914,ОК РУСАЛ,Металлургическая и горнодобывающая,2017,ОУР,/download/4e147508b9455da35bd84d1e46bf9776/
915,ОК РУСАЛ,Металлургическая и горнодобывающая,2016,ОУР,/download/f768c95fa8c4a19a4b52021131707219/
916,ОК РУСАЛ,Металлургическая и горнодобывающая,2015,ОУР,/download/1c794e63c83c238c8d680da9188e3fe6/
917,ОК РУСАЛ,Металлургическая и горнодобывающая,2014,ОУР,/download/fba6963cf4bf155df5b500c990ade0f4/
918,ОК РУСАЛ,Металлургическая и горнодобывающая,2013,ОУР,/download/cb8bfbb4b3f66deb7e592f79e4d7a088/
919,ОК РУСАЛ,Металлургическая и горнодобывающая,2012,ОУР,/download/d1c321d86549e982295885cc700f668c/
920,ОК РУСАЛ,Металлургическая и горнодобывающая,2011,ОУР,/download/66461bc053a9f0a5b3e375ccb8f690e2/
921,ОК РУСАЛ,Металлургическая и горнодобывающая,"2010, 2009",ОУР,/download/afe26b408f4a1dffc1fc97fb56d48b5a/
922,ОК РУСАЛ,Металлургическая и горнодобывающая,2008,СО,/download/c57bd9f413016decaf28897878832a73/
923,ОК РУСАЛ,Металлургическая и горнодобывающая,2007,СО,/download/59a977e65e162384f8c9304f7c2136fa/
924,ОК РУСАЛ,Металлургическая и горнодобывающая,"2006, 2005",СО,/download/cb3116f31691717188aba0c69afe78dc/
925,ОК РУСАЛ,Металлургическая и горнодобывающая,2004,СО,/download/976f39eef3afecd9bf30dafdebe73cf0/
926,ГК «Ренова»,Финансы и страхование,2012,СО,/download/1792b6e7bd6cd8a4daef7e67bace9561/
927,ГК «Ренова»,Финансы и страхование,2009,ОУР,/download/62adfdeeb8534cfd51e88d84e807260c/
928,ГК «Ренова»,Финансы и страхование,2008,ОУР,/download/fb80fa3fff3f877d48f8f8f1229d6e64/
929,ГК «Ренова»,Финансы и страхование,"2007, 2006",ОУР,/download/2c1ebc402f2cd48a41ccaabc258a6ea7/
930,Роза Хутор,"Прочие виды производства, услуг",2019,ОУР,/download/7ba3299ad1771845adff7897efe79513/
931,ПАО «НК «Роснефть»,Нефтегазовая,2021,ОУР,/download/ea4fa17b2373d5d29ee15899e2945858/
932,ПАО «НК «Роснефть»,Нефтегазовая,2020,ОУР,/download/b0b4da4a2e0897bd9abc8812410f68b4/
933,ПАО «НК «Роснефть»,Нефтегазовая,2019,ОУР,/download/44283240aa78f2839d0cd3f967719faf/
934,ПАО «НК «Роснефть»,Нефтегазовая,2018,ОУР,/download/7b2fcfbb3cf8bb54d11e001aece8ae74/
935,ПАО «НК «Роснефть»,Нефтегазовая,2017,ОУР,/download/e7f86b8b614b61714c6f95997101845e/
936,ПАО «НК «Роснефть»,Нефтегазовая,2016,ОУР,/download/914e980d4a981e402c5348912d3a0d9b/
937,ПАО «НК «Роснефть»,Нефтегазовая,2015,ОУР,/download/d4cb1b74aa1d11d4552b35aaa8b11be1/
938,ПАО «НК «Роснефть»,Нефтегазовая,2014,ОУР,/download/8505752db9be0ee42cdec403510352b3/
939,ПАО «НК «Роснефть»,Нефтегазовая,2013,ОУР,/download/9e074aa69b0df0b980edcd348be84373/
940,ПАО «НК «Роснефть»,Нефтегазовая,2012,ОУР,/download/5e1fe757e0c8f3fc9ce504f52d72c40a/
941,ПАО «НК «Роснефть»,Нефтегазовая,2011,ОУР,/download/1d7ef1bf8aa26b44134f01cc5cb3898a/
942,ПАО «НК «Роснефть»,Нефтегазовая,2010,ОУР,/download/49fe58663940530c3543ddeb1b928675/
943,ПАО «НК «Роснефть»,Нефтегазовая,2009,ОУР,/download/e05ab4f9c305b217636f237f233311a8/
944,ПАО «НК «Роснефть»,Нефтегазовая,2008,ОУР,/download/d5c382eddce5f601bc7b8e8deed15a84/
945,ПАО «НК «Роснефть»,Нефтегазовая,2007,ОУР,/download/b03b9662f821ef46fdf6e24146dd25d4/
946,ПАО «НК «Роснефть»,Нефтегазовая,2006,ОУР,/download/b51c5a60e2243a82227345d5c58ab2b9/
947,ПАО «Россети»,Энергетика,2021,ОУР,/download/f7107f00e3c54c1b28ea40f6d1021021/
948,ПАО «Россети»,Энергетика,2020,ОУР,/download/213f81215691da19f69e847f511b7f26/
949,ПАО «Россети»,Энергетика,2019,ОУР,/download/9bbd9c61144550364ed6053e9753c82d/
950,ПАО «Россети»,Энергетика,2018,ОУР,/download/c4690feff8836372cab036cb6240ec0c/
951,ПАО «Россети»,Энергетика,2017,ОУР,/download/f97f4de96b35db7b10ff384113f0946c/
952,ПАО «Россети»,Энергетика,2016,ОУР,/download/9f751f63570baaf875ecbbf4fd9306ad/
953,ПАО «Россети»,Энергетика,2016,СО,/download/7ce73a9ab5d2ec6ef915e8f299ed8ed0/
954,ПАО «Россети»,Энергетика,2015,ОУР,/download/9bb52b5e7db6ae430cfe1dd8c5cfce78/
955,ПАО «Россети»,Энергетика,2014,ОУР,/download/8042756780363eb3d17dfde67b047201/
956,ПАО «Россети»,Энергетика,2013,ОУР,/download/ac8a4b1369a8be5991d4944a68ce0bd5/
957,ПАО «Россети»,Энергетика,2012,ОУР,/download/28b666b1a5cb17c9c4bf8ac83043c131/
958,ПАО «Россети»,Энергетика,2011,СО,/download/f22b9ecf7de019cc1bd048e635e9de89/
959,ПАО «Россети»,Энергетика,2010,СО,/download/2f1843afbc10ddff0c80b6130ff87499/
960,«Россети Северо-Запад»,Энергетика,2021,ОУР,/download/394633bb4ef69c8680782e0d0fceb4aa/
961,«Россети Северо-Запад»,Энергетика,2020,ИО,/upload/uf/cb4/25z5q4bl22ctnwo3tw0qlfecq9lezefz/mrsk_s_z.html
962,«Россети Северо-Запад»,Энергетика,2019,ИО,/download/cc4bd58fc1d64975e4855a31e2e62520/
963,«Россети Северо-Запад»,Энергетика,2018,ИО,/download/0585aecb28db659ad4bfca8c33aabfec/
964,«Россети Северо-Запад»,Энергетика,2017,ИО,/download/ca6a0b482d3723bf25d61232ecdd3405/
965,«Россети Северо-Запад»,Энергетика,2016,ИО,/download/8c6c05a3f0db131e1608ae0694de1b11/
966,«Россети Северо-Запад»,Энергетика,2015,ИО,/download/a339c0d13fff051932f6fb1c910bcf7a/
967,«Россети Северо-Запад»,Энергетика,2012,СО,/download/ee154a8ad83aac212a0efc5f2f2f7807/
968,«Россети Северо-Запад»,Энергетика,2011,СО,/download/557911e93d0aa6851ba8f662e0185828/
969,«Россети Северо-Запад»,Энергетика,2010,ОУР,/download/d5f65921d1d134c2f63cd5d56e5075b9/
970,АО «Россети Тюмень»,Энергетика,2021,ИО,/download/1adae33fb0c6ae552a9468f3940e73ef/
971,Российский союз химиков,Отраслевые отчеты,"2008, 2007",ОУР,/download/e10f93851d27a55bf1f269e44b2a3205/
972,ПАО «Ростелеком»,Телекоммуникационная и связь,2021,ОУР,/download/5f23c6240d23bed997cc755ebeeba9ad/
973,ПАО «Ростелеком»,Телекоммуникационная и связь,2020,ОУР,/download/49c85c08bb520c7729c5e61bbb83b670/
974,ПАО «Ростелеком»,Телекоммуникационная и связь,2019,ОУР,/download/4f0c61571e03a1bb768e25da3344d785/
975,ПАО «Ростелеком»,Телекоммуникационная и связь,2018,ОУР,/download/18f6673aa9b82fca2b58a0bbf8f58662/
976,ПАО «Ростелеком»,Телекоммуникационная и связь,2017,ОУР,/download/90c3b52deecf343a49a4ad5722ff993a/
977,ПАО «Ростелеком»,Телекоммуникационная и связь,2016,ОУР,/download/a0d4117bcf90d1cea572792f9efb4c4e/
978,ПАО «Ростелеком»,Телекоммуникационная и связь,2015,СО,/download/6cb8576d594f997b6c7454cb379f0ba0/
979,ПАО «Ростелеком»,Телекоммуникационная и связь,2014,СО,/download/18e8790fd1d0b0c5c329710ee024b270/
980,ПАО «Ростелеком»,Телекоммуникационная и связь,2013,СО,/download/b491a488ae70796f8c1c6a83d06abe73/
981,ПАО «Ростелеком»,Телекоммуникационная и связь,2012,СО,/download/0201058d48ec99782228b7b58453ed0d/
982,ПАО «Ростелеком»,Телекоммуникационная и связь,2011,СО,/download/e78b3f843acba0e8fbe7ddfcf86524e5/
983,ГК «Ростех»,Производство машин и оборудования,2021,ИО,/download/6b843adc715f4e13172abeca44addb91/
984,ГК «Ростех»,Производство машин и оборудования,2020,ИО,/download/972674c85565b3929a23209a70aa5dea/
985,ГК «Ростех»,Производство машин и оборудования,2019,ИО,/download/05c7bbb1272fa7fdfcbe72521bc8b4a1/
986,ГК «Ростех»,Производство машин и оборудования,2018,ИО,/download/5e6383f3d34316b7b5f61f9da96139fb/
987,АО «Концерн Росэнергоатом»,Энергетика,2018,ИО,/download/9cc898d4b1181b17478d71fc64dfbbe6/
988,АО «Концерн Росэнергоатом»,Энергетика,2017,ИО,/download/cfc7835b6c3997c99748de2c7840a86d/
989,АО «Концерн Росэнергоатом»,Энергетика,2016,ИО,/download/b75b571f7a35bb3d4d1a94e99c64a6e3/
990,АО «Концерн Росэнергоатом»,Энергетика,2015,ИО,/download/84db6727dced6af25ff25b26bab52db7/
991,АО «Концерн Росэнергоатом»,Энергетика,2014,ИО,/download/d698f26b32c1d3e919050362f2899bc0/
992,АО «Концерн Росэнергоатом»,Энергетика,2013,ИО,/download/2c11396026d41e8682c397b844c45c24/
